"_time",102,108,109,110,112,114,140,141A,142B,143,149B,150,150A,151,155D,158,164,164A,166,168,168A,200E,200SW,200WE,202,203,205,206,214,242,246,250,250B,250C,253,255,257,258,260,261A,268,270,274,278,300,300SE,302,302A,303,304,304B,304D,304J,305,306,308,319,321,323,325,325M,341,342,345,"345?",345A,345B,345C,345D,345N,345S,346,348,350,351,352,354,360,366a,402,403,404,404L,409,409A,411,412US,441,442,445,452,C200WW,C300WW,C400NE,C400WW,MallStage,ODNorth,ODSE,ODSW,P100W
"2019-08-21T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,3,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"2019-08-21T05:00:00.000-0700",0,0,0,0,0,0,0,1,0,1,0,3,1,2,0,4,4,5,3,4,7,1,7,2,1,2,2,0,0,2,2,2,3,7,0,0,2,0,0,3,6,1,0,1,0,4,0,0,0,0,0,0,0,0,3,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,2,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,8,3,3,0
"2019-08-21T06:00:00.000-0700",0,0,0,0,0,0,0,0,1,2,5,0,3,3,0,9,22,20,7,5,12,5,13,1,9,6,3,0,0,4,5,3,5,11,0,0,5,4,1,9,20,9,3,0,10,11,0,0,0,0,0,0,1,0,12,0,0,1,7,2,5,0,2,1,1,0,0,3,1,4,2,0,2,2,11,2,3,5,0,0,3,1,0,1,1,1,0,1,4,0,1,2,5,0,1,27,29,19,12,3
"2019-08-21T07:00:00.000-0700",13,6,1,11,8,3,0,14,9,11,15,4,2,8,2,21,27,28,7,6,11,48,90,24,101,74,11,3,15,34,50,20,38,54,3,0,35,22,3,111,41,38,18,23,16,181,7,1,8,19,2,3,4,9,23,31,4,11,14,6,22,10,13,17,12,49,38,9,10,41,22,2,24,27,156,20,11,12,6,3,38,43,5,8,5,9,5,10,7,2,2,18,25,1,4,96,218,53,31,72
"2019-08-21T08:00:00.000-0700",37,8,0,17,12,11,5,27,11,22,20,4,3,7,3,19,38,32,10,7,14,358,437,153,467,369,143,15,51,144,201,160,215,213,24,13,216,276,69,415,123,181,154,134,19,575,9,2,28,21,31,30,10,14,18,72,18,12,3,6,21,5,96,87,22,57,55,15,13,177,96,2,15,35,180,39,30,12,5,17,285,79,13,24,23,41,21,59,30,3,5,40,22,6,12,418,636,506,261,288
"2019-08-21T09:00:00.000-0700",45,21,1,28,19,14,1,47,29,103,36,22,9,14,5,32,38,32,13,15,23,187,151,92,270,146,34,16,52,69,84,46,80,100,29,106,144,134,22,252,128,120,79,102,21,283,12,6,14,25,18,11,11,15,15,34,5,10,8,13,14,7,22,37,14,31,30,18,10,118,69,1,11,42,155,35,33,14,4,16,96,38,9,24,23,60,23,37,18,1,7,28,26,1,28,189,424,144,64,137
"2019-08-21T10:00:00.000-0700",60,28,0,35,21,26,9,66,24,92,40,36,17,16,4,38,50,43,21,23,32,274,155,100,338,146,37,22,42,75,113,66,118,142,36,128,182,216,46,344,153,158,109,152,22,282,19,8,16,27,32,23,17,16,21,40,9,13,12,13,16,5,26,6,8,9,11,18,13,10,6,3,16,45,59,48,43,14,6,30,108,99,14,58,27,74,39,17,25,3,10,34,29,1,36,202,434,178,87,140
"2019-08-21T11:00:00.000-0700",81,25,3,40,24,30,5,75,23,89,35,26,19,16,12,26,43,36,17,13,23,434,198,121,354,169,45,25,64,84,157,91,142,196,24,117,193,297,57,360,169,148,147,164,17,327,7,12,15,30,38,26,13,24,27,53,8,7,6,18,28,6,25,15,21,24,16,45,43,41,19,4,23,59,83,52,60,15,4,31,151,99,15,52,21,91,25,28,29,2,15,45,32,0,12,268,461,184,100,198
"2019-08-21T12:00:00.000-0700",93,25,2,44,29,35,9,80,36,91,36,26,21,15,7,31,43,37,18,15,21,621,270,170,416,210,65,23,120,148,245,153,230,274,29,89,287,464,126,404,155,179,193,200,18,446,26,9,23,32,41,27,15,25,38,67,10,15,7,15,25,7,38,89,50,165,100,70,44,221,143,6,55,78,270,84,139,24,18,26,168,80,13,47,27,58,29,47,29,9,19,38,41,11,22,324,674,269,154,169
"2019-08-21T13:00:00.000-0700",93,27,2,40,28,34,17,71,27,38,37,13,17,11,9,19,39,35,14,17,16,324,204,99,339,151,44,21,16,91,134,94,128,197,27,59,165,231,50,281,91,92,89,117,17,322,17,9,19,26,29,19,9,29,24,48,12,13,6,15,11,6,43,49,36,76,58,76,23,137,76,7,30,57,193,52,90,23,13,12,109,44,9,22,15,43,37,23,17,6,6,41,29,9,40,245,465,169,80,154
"2019-08-21T14:00:00.000-0700",85,31,3,39,26,36,10,68,28,39,49,14,21,11,8,39,44,41,14,27,27,258,235,89,340,168,47,29,64,74,127,78,150,142,20,60,121,185,42,262,93,74,70,87,21,313,17,12,13,35,53,21,18,18,24,52,15,14,9,14,18,6,49,9,25,12,9,21,32,18,10,9,25,36,69,29,28,12,2,20,156,45,10,33,32,56,26,16,20,5,4,41,35,2,26,291,480,197,127,139
"2019-08-21T15:00:00.000-0700",83,23,1,42,26,33,8,45,22,14,45,13,13,5,5,30,36,28,6,14,16,223,198,71,278,129,36,19,79,70,114,66,93,139,13,43,74,166,28,192,66,45,46,55,13,240,16,9,17,27,38,22,15,23,15,45,10,12,3,12,10,5,45,4,20,3,0,10,21,3,5,9,26,45,27,25,7,7,0,16,143,43,6,24,21,50,22,16,18,1,10,35,27,0,16,277,353,167,114,117
"2019-08-21T16:00:00.000-0700",77,32,4,35,34,30,5,31,15,16,28,9,6,1,2,19,15,12,4,10,7,204,186,70,282,135,22,23,29,59,119,49,101,150,12,14,64,149,31,171,44,34,30,42,8,251,10,5,10,30,35,19,13,5,21,42,10,8,3,6,18,5,35,0,10,3,0,7,3,0,0,4,24,55,18,39,8,3,1,15,105,29,6,24,19,27,13,14,17,2,4,46,25,2,5,226,365,134,96,124
"2019-08-21T17:00:00.000-0700",55,23,2,26,19,24,1,11,4,3,9,5,5,1,1,4,4,5,2,1,3,143,115,45,188,66,22,14,6,38,50,24,55,63,5,1,45,100,25,127,35,23,25,39,3,145,6,1,5,14,17,13,7,8,9,28,3,6,2,3,9,0,19,0,8,2,3,12,1,4,3,4,11,14,21,7,2,1,3,10,67,12,5,16,7,16,9,9,20,0,3,31,9,0,3,235,264,142,77,60
"2019-08-21T18:00:00.000-0700",37,13,0,19,18,18,2,8,2,3,3,2,0,0,1,6,10,8,4,3,4,253,139,81,162,124,25,13,3,66,90,48,103,59,9,3,40,198,66,125,30,19,35,31,9,182,5,0,8,8,20,8,2,11,8,21,1,2,3,4,4,0,34,1,6,3,0,11,2,0,1,1,10,11,9,8,1,3,2,3,79,18,3,20,0,8,4,4,17,0,1,14,4,0,0,162,160,189,112,86
"2019-08-21T19:00:00.000-0700",28,8,0,8,17,12,0,3,4,2,2,0,1,0,1,2,5,5,1,2,5,154,172,29,120,77,26,8,6,31,37,47,86,49,1,2,29,74,42,93,17,11,15,14,2,126,4,3,5,10,13,7,2,12,7,10,4,4,1,7,6,0,46,1,2,3,0,2,2,2,2,0,2,2,8,4,2,1,0,8,96,23,4,24,3,16,8,2,24,0,3,15,7,1,0,161,181,225,160,66
"2019-08-21T20:00:00.000-0700",16,4,2,9,13,7,1,1,0,3,1,0,0,0,1,1,2,1,1,1,0,48,37,9,56,21,6,13,4,9,9,9,23,17,0,1,10,21,10,28,5,4,7,4,1,32,1,0,2,11,3,0,0,3,9,5,0,2,1,2,4,0,18,0,1,0,0,1,0,2,0,0,1,2,3,1,1,2,1,2,13,4,0,10,1,2,4,1,12,0,0,20,10,0,1,75,62,59,54,20
"2019-08-21T21:00:00.000-0700",9,2,0,4,7,2,0,0,0,2,2,0,0,0,0,0,2,1,0,0,1,13,75,2,45,22,12,5,3,7,5,13,17,6,1,0,5,5,2,33,5,2,2,2,1,42,2,4,1,16,2,0,1,5,6,1,1,2,1,8,18,0,20,0,0,3,0,3,0,0,0,0,0,2,4,2,1,2,0,0,44,0,1,1,0,0,1,2,6,0,0,15,14,0,0,103,109,121,94,25
"2019-08-21T22:00:00.000-0700",1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,3,1,0,1,0,1,17,2,8,9,3,1,1,2,1,1,4,1,0,0,0,0,0,5,2,0,0,1,2,6,0,0,0,1,0,1,0,0,2,1,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,0,0,0,0,1,0,2,1,0,0,1,0,0,0,28,20,20,8,4
"2019-08-21T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,5,2,0,0,2,0,4,6,3,0,0,1,0,0,5,0,0,0,0,0,4,0,0,2,1,0,0,0,0,2,1,0,0,1,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,2,3,0,0,1,0,0,0,13,7,10,9,2
"2019-08-22T00:00:00.000-0700",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,1,1,1,0,0,0,1,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,7,3,3,0
"2019-08-22T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0
"2019-08-22T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0
"2019-08-22T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0
"2019-08-22T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,5,5,2,3,3,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,5,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0
"2019-08-22T05:00:00.000-0700",0,0,0,0,0,0,1,3,2,1,2,2,0,2,0,7,5,4,2,4,4,1,8,0,3,1,0,0,0,1,2,1,1,4,0,0,1,1,0,3,5,4,1,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,9,10,2,2
"2019-08-22T06:00:00.000-0700",0,0,0,0,0,0,0,1,0,5,7,1,0,2,1,9,12,9,7,4,6,97,229,64,52,126,74,0,0,40,57,67,84,85,10,2,63,78,6,67,18,26,33,35,4,160,0,0,5,0,0,0,0,11,3,3,5,0,2,1,2,0,40,0,0,2,2,0,0,0,0,0,0,0,17,4,2,1,0,1,146,3,0,2,2,2,1,1,11,0,2,1,0,0,0,145,172,274,127,60
"2019-08-22T07:00:00.000-0700",11,4,0,7,7,6,6,27,13,14,22,7,7,10,4,25,32,26,15,11,11,313,175,118,272,199,99,4,19,72,96,72,122,121,19,16,255,198,56,341,66,203,162,163,12,327,10,0,22,26,14,9,7,14,16,36,5,4,3,9,23,2,69,10,6,6,8,8,1,26,5,1,12,15,67,17,10,4,3,4,79,17,2,21,6,13,4,6,21,1,1,27,23,0,5,264,521,315,133,173
"2019-08-22T08:00:00.000-0700",25,11,0,20,18,12,8,43,22,20,23,5,7,14,4,14,32,27,18,15,17,188,160,73,284,141,42,13,51,63,98,61,101,120,14,4,153,132,29,289,76,139,104,114,21,272,11,5,19,18,32,19,9,42,27,50,10,6,2,23,32,5,27,21,16,11,17,11,3,48,32,7,34,39,81,19,22,7,2,9,93,19,3,21,7,13,16,30,15,4,4,43,31,4,9,294,478,193,90,128
"2019-08-22T09:00:00.000-0700",40,16,2,26,21,13,8,50,17,16,32,11,11,14,5,27,41,35,14,9,22,195,155,75,289,145,38,12,42,47,70,47,61,103,15,8,178,147,22,285,108,137,106,113,20,221,9,2,12,35,39,21,17,36,18,32,4,9,6,10,17,8,28,13,11,4,10,21,11,39,39,2,7,23,62,14,21,11,6,15,86,28,8,25,18,34,16,25,30,0,7,39,18,1,14,202,411,149,70,119
"2019-08-22T10:00:00.000-0700",64,26,2,31,19,31,11,38,18,23,35,19,14,26,4,34,51,39,26,16,25,251,170,65,290,139,26,14,16,60,96,57,84,129,14,10,158,167,40,254,97,104,92,113,19,256,17,7,16,26,28,17,13,51,17,40,16,13,9,15,11,9,29,8,9,10,19,28,9,8,11,10,18,39,56,37,37,11,3,24,111,54,11,36,32,38,23,32,32,1,10,30,25,3,17,178,391,161,78,125
"2019-08-22T11:00:00.000-0700",74,25,2,39,26,33,14,100,31,64,43,24,15,17,9,26,46,30,27,14,21,710,216,167,411,231,68,15,10,153,263,163,223,284,26,41,290,488,145,432,120,180,216,202,30,436,22,5,25,32,46,29,13,55,22,50,11,20,5,12,11,6,58,5,22,14,16,68,14,7,10,10,47,61,79,66,135,11,5,23,159,87,11,47,29,64,17,35,61,0,25,37,24,0,12,323,494,282,140,215
"2019-08-22T12:00:00.000-0700",100,36,2,48,27,57,17,91,34,65,30,25,17,8,4,24,30,31,16,8,15,770,300,203,454,263,100,19,67,136,269,209,271,392,57,24,302,527,129,441,109,207,212,218,40,491,22,6,28,25,42,28,17,65,24,65,13,15,6,14,14,13,57,3,17,13,6,113,16,4,4,10,77,105,79,124,241,13,6,20,175,72,17,34,42,44,16,31,61,6,35,36,25,3,14,403,607,298,160,256
"2019-08-22T13:00:00.000-0700",87,29,4,38,35,44,17,60,23,31,38,19,16,8,1,26,41,35,18,15,20,299,182,100,321,154,46,21,22,97,159,97,126,159,21,17,128,213,38,247,86,78,84,99,24,270,18,4,18,34,38,21,14,40,19,44,7,12,4,10,11,6,36,4,5,6,3,31,6,3,3,8,25,43,37,61,88,16,2,15,112,55,10,23,24,39,16,31,67,2,49,29,26,2,14,247,388,196,92,148
"2019-08-22T14:00:00.000-0700",99,28,7,42,29,52,32,80,41,21,48,22,17,7,4,41,41,33,15,14,20,262,180,102,370,172,53,25,13,76,140,84,133,185,21,11,153,200,40,280,102,99,93,120,34,319,20,7,25,32,39,24,9,36,20,59,16,19,3,11,17,10,43,4,11,8,5,11,7,4,3,9,43,47,50,76,37,8,11,23,137,58,13,27,30,39,16,26,64,6,48,46,31,4,15,249,438,208,103,173
"2019-08-22T15:00:00.000-0700",97,27,3,35,29,50,13,63,32,22,39,18,10,1,4,23,29,23,8,19,14,219,242,80,379,168,48,22,68,66,106,62,119,140,9,7,116,161,39,314,68,48,64,83,20,295,25,12,14,31,46,20,17,22,17,38,13,5,6,30,34,5,24,2,8,2,3,10,5,3,2,1,27,14,38,16,11,7,2,20,127,66,10,24,25,33,20,21,46,1,31,45,31,1,13,283,468,226,104,152
"2019-08-22T16:00:00.000-0700",103,25,2,38,30,50,14,52,27,20,31,13,13,2,1,22,29,22,12,8,11,225,237,90,335,142,36,31,96,63,119,65,97,128,13,5,104,174,44,270,59,43,56,104,10,265,16,1,10,30,35,24,10,21,19,33,9,6,3,8,34,3,32,0,2,5,5,7,0,1,1,0,16,10,38,18,9,4,0,12,130,36,9,15,14,14,12,16,28,1,8,48,28,0,5,259,471,197,118,136
"2019-08-22T17:00:00.000-0700",63,20,0,16,15,38,4,18,10,11,10,4,7,1,2,11,17,11,5,8,8,245,212,80,288,105,29,14,33,59,60,48,85,91,6,3,61,198,40,234,33,28,29,51,6,222,10,0,9,12,23,13,5,12,12,34,11,5,2,5,10,3,22,0,0,7,3,6,1,1,0,2,14,11,29,17,7,2,2,8,112,12,4,13,3,8,11,9,17,1,2,28,8,2,2,267,422,209,102,118
"2019-08-22T18:00:00.000-0700",48,15,1,16,15,25,2,8,3,8,6,5,2,0,0,12,14,15,5,8,13,289,132,63,178,74,21,11,7,43,50,43,98,66,10,1,65,175,59,159,26,28,48,53,7,159,3,0,8,6,15,9,2,4,6,24,4,1,1,3,5,2,24,0,0,4,3,5,2,0,0,1,5,11,14,11,5,1,1,5,73,11,7,7,5,4,7,3,14,2,3,18,2,1,2,206,295,193,101,76
"2019-08-22T19:00:00.000-0700",24,7,0,13,14,13,0,3,0,6,2,1,1,0,0,2,8,8,5,5,7,245,133,52,136,80,23,10,9,48,65,32,91,47,7,0,40,159,59,121,13,16,27,30,4,146,0,0,5,7,7,6,3,3,8,17,2,1,1,1,4,1,27,0,1,3,0,1,0,0,0,0,1,2,5,3,3,1,0,4,74,7,3,8,1,7,7,0,16,0,1,10,5,0,3,117,248,193,91,61
"2019-08-22T20:00:00.000-0700",20,6,0,11,14,10,0,1,5,7,1,0,1,2,2,3,4,4,1,3,1,89,63,21,70,33,12,12,7,9,12,16,37,16,0,0,14,45,19,53,7,8,6,10,2,70,1,0,0,9,3,2,2,3,1,7,3,1,1,1,6,0,18,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,0,3,36,6,0,4,1,5,8,0,11,0,1,14,4,0,1,80,151,93,67,35
"2019-08-22T21:00:00.000-0700",14,4,0,6,10,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,1,9,46,4,35,15,3,6,3,7,6,6,14,9,0,0,1,2,1,28,8,1,1,2,2,25,5,0,1,12,1,1,2,5,5,4,1,3,1,4,12,1,3,0,0,1,0,1,0,0,0,0,1,2,7,0,0,0,0,2,22,1,1,1,0,2,6,0,0,0,0,16,8,0,0,35,121,31,25,17
"2019-08-22T22:00:00.000-0700",1,0,0,1,0,0,0,0,0,3,3,0,2,1,1,2,2,1,1,2,1,1,20,0,9,7,3,0,0,1,0,2,2,1,0,0,0,0,0,9,2,2,1,1,2,12,0,0,1,0,1,1,0,1,2,2,0,2,1,1,1,1,6,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,2,12,2,0,4,0,1,1,1,4,1,1,1,0,1,0,31,63,30,22,1
"2019-08-22T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,3,2,2,2,1,1,2,6,0,4,2,2,1,0,1,0,1,1,2,0,0,2,0,0,7,2,2,2,0,1,5,0,0,0,1,1,1,1,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,14,10,6,1
"2019-08-23T00:00:00.000-0700",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,6,2,1
"2019-08-23T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,2,1,1
"2019-08-23T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0
"2019-08-23T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"2019-08-23T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,3,4,1,3,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0
"2019-08-23T05:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,3,2,2,5,1,3,8,9,2,4,5,1,4,0,1,1,0,1,0,1,2,2,3,3,0,0,1,0,0,2,8,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,14,5,3,0
"2019-08-23T06:00:00.000-0700",0,0,0,0,0,0,0,2,2,4,5,0,2,1,2,9,8,10,6,7,8,5,13,0,8,3,6,0,0,1,4,2,5,4,0,0,4,4,0,10,13,12,4,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,2,0,2,1,0,0,0,23,22,13,13,1
"2019-08-23T07:00:00.000-0700",10,5,0,10,13,8,1,17,9,7,12,6,3,10,2,26,37,22,15,10,12,46,82,24,75,62,16,2,15,23,33,20,31,40,1,2,49,40,4,113,54,54,35,31,14,92,6,0,7,18,6,2,3,8,11,9,4,3,1,2,15,1,13,2,4,0,0,5,1,4,3,0,4,7,26,6,9,4,3,7,45,6,0,6,5,9,5,4,6,2,1,22,21,1,6,129,170,80,38,38
